uniprot_id,GO_IDs
Q460N5,GO_0005515;GO_0042532;GO_0016779;GO_0016740;GO_0060336;GO_1902216;GO_0003950;GO_0003714;GO_0140807;GO_1990404;GO_0002376;GO_0042531;GO_0016757;GO_0019899;GO_0045892;GO_0045087;GO_0010629
Q03555,GO_0006777;GO_0008940;GO_0015631;GO_0097112;GO_0072579;GO_0003824;GO_0030674;GO_0005102;GO_0007529;GO_0016740;GO_0000166;GO_0005524;GO_0005515;GO_0042802
Q14781,GO_0035064;GO_0000792;GO_0045137;GO_0000122;GO_0003682;GO_0003677;GO_0006325;GO_0005634;GO_0000791;GO_0062072;GO_0007548;GO_0005654;GO_0030154;GO_0005515
Q9NTG7,GO_0005515;GO_0141208;GO_0070403;GO_0016740;GO_0033558;GO_0003950;GO_0034979;GO_1990404;GO_0017136;GO_0019899;GO_0046872;GO_0008270;GO_0016747;GO_0043565
Q4WAW9,GO_0016491;GO_0005575;GO_0009058;GO_1902181;GO_0051213
P80366,GO_0046872;GO_0008199;GO_0005576;GO_0003993;GO_0016787;GO_0008270
AX0024,GO_0005488;GO_0003674;GO_0016597;GO_0050896;GO_0008150;GO_0110165;GO_0005575
P56649,GO_0005737;GO_0016491;GO_0016620;GO_0005829;GO_0006006;GO_0051287;GO_0004365;GO_0006096;GO_0050661
Q9RIK9,GO_0046872;GO_0005576;GO_0000272;GO_0016798;GO_0016985;GO_0016787;GO_0004553
Q9UJY5,GO_0045732;GO_0030163;GO_0005515
P15445,GO_0005509;GO_0016042;GO_0016787;GO_0005543;GO_0047498;GO_0006629;GO_0004623;GO_0046872;GO_0006644;GO_0050482;GO_0005576
O14593,GO_0005654;GO_0005737;GO_0001228;GO_0000977;GO_0003677;GO_0045944;GO_0005634;GO_0042826;GO_0045348;GO_0007265;GO_0005515
C5MK56,GO_0055038;GO_0006955;GO_0012507;GO_0002474;GO_0098553;GO_0031901;GO_0030670;GO_0005886;GO_0042612;GO_0016020;GO_0009986;GO_0002376;GO_0019882
Q15059,GO_0140038;GO_0006325;GO_0071168;GO_0000785;GO_0106222;GO_0004674;GO_0045944;GO_0006338;GO_0005634;GO_0006357;GO_0035987;GO_0140693;GO_0062072;GO_0140017;GO_0005515;GO_0140019;GO_0042393;GO_0003682;GO_0070577
O88703,GO_0030165;GO_0030552;GO_0009725;GO_0005267;GO_0005272;GO_0006813;GO_0060090;GO_0005249;GO_0005248;GO_0005222;GO_0006814;GO_0000166;GO_0005515;GO_0042802;GO_0005216;GO_0034220;GO_0044877;GO_0009410;GO_0006811;GO_0042391
Q3HTL6,GO_0008194;GO_0016758;GO_0016740;GO_0017000
Q9HV14,GO_0016747;GO_0046872
Q7NDN8,GO_0005216;GO_0004888;GO_0005272;GO_0005267;GO_0034220;GO_0006813;GO_0071805;GO_0005886;GO_0005230;GO_0016020;GO_0006814;GO_0006811;GO_0035725;GO_0042802
Q56F26,GO_0004553;GO_0052761;GO_0016787;GO_0030246;GO_0000272;GO_0016798;GO_0005576;GO_0005975;GO_0006032
P02766,GO_0005515;GO_0005179;GO_0007603
Q5SMG8,GO_0006812;GO_0042802;GO_0046872;GO_0015693;GO_0098655;GO_1903830;GO_0015095;GO_0005886;GO_0016020;GO_0000287;GO_0008324;GO_0042803
O57413,GO_0004222;GO_0016787;GO_0006508;GO_0046872;GO_0005886;GO_0005576;GO_0035821;GO_0090729;GO_0008237;GO_0008233
Q7Z8V1,GO_0030246
Q9EVD7,GO_0000166;GO_0046872;GO_0005524;GO_0016740
P36370,GO_0042288;GO_0042605;GO_0043531;GO_0006952;GO_0016887;GO_0023029;GO_0000166;GO_0015433;GO_0005524;GO_0005515;GO_0042803
P46100,GO_0000212;GO_0030900;GO_0000781;GO_0005515;GO_0003682;GO_0035128;GO_0035264;GO_0006366;GO_0003677;GO_0045944;GO_0007283;GO_0060009;GO_0004386;GO_0000166;GO_0070192;GO_0072520
P01801,GO_0019814;GO_0003823;GO_0002376;GO_0005576;GO_0016064;GO_0002250
O76083,GO_0004114;GO_0005515;GO_0004115
G5EBR3,GO_0005216;GO_0045211;GO_0004888;GO_0034220;GO_0045202;GO_0060079;GO_0016595;GO_0031987;GO_1902476;GO_0005230;GO_0008068;GO_0016020;GO_0005254;GO_0005886;GO_0006811;GO_0051259;GO_0042802
P00469,GO_0016741;GO_0006231;GO_0006235;GO_0009165;GO_0032259;GO_0016740;GO_0005737;GO_0005829;GO_0004799;GO_0008168
O00560,GO_0005109;GO_0007265;GO_0005137;GO_0005515
P29074,GO_0004725;GO_0005737;GO_0009898;GO_0005654;GO_0005829;GO_0005856;GO_0004721;GO_0008092;GO_0004726;GO_0006470;GO_0016787;GO_0035254;GO_0005515
E1XXQ2,GO_0016773;GO_0016301;GO_0016772;GO_0016740;GO_0003824;GO_0003674;GO_0004672;GO_0140096;GO_0004674;GO_0110165;GO_0005575
Q5SLE7,GO_0016853;GO_0046872;GO_0005737;GO_0042026;GO_0003755
Q14680,GO_0016301;GO_0004715;GO_0004674;GO_0008289;GO_0005509;GO_0000086;GO_0006915;GO_0008631;GO_0004672;GO_0016740;GO_0000166;GO_0106310;GO_0004713;GO_0005524;GO_0005515
Q5HSJ4,GO_0000105;GO_0016757;GO_0046872;GO_0005737;GO_0008652;GO_0005524;GO_0003879;GO_0016740;GO_0000166;GO_0000287
Q9SKE2,GO_0005737;GO_0080123;GO_0010046;GO_0019899;GO_0016597;GO_0016874;GO_0070728;GO_0002376;GO_0006952;GO_0045087;GO_2000030;GO_0000166;GO_0018117;GO_0071365;GO_0009864;GO_0005524;GO_0010224;GO_0005515
AX0025,GO_0005488;GO_0003674;GO_0005515;GO_0003824;GO_0019213;GO_0160215;GO_0140096;GO_0033558;GO_0016787;GO_0004177;GO_0019205;GO_0008395;GO_0016301;GO_0008238;GO_0016772;GO_0016765;GO_0004497;GO_0001848;GO_0001846;GO_0008233;GO_0001855;GO_0016491;GO_0016740;GO_0004407;GO_0009987;GO_0008150;GO_0110165;GO_0005575;GO_0005622;GO_0043229;GO_0043226;GO_0005634;GO_0043231;GO_0043227;GO_0005737
P53350,GO_0045143;GO_0005876;GO_0004674;GO_0016321;GO_0000166;GO_0045184;GO_0070194;GO_0004672;GO_0000287;GO_0033365
P07858,GO_0005515;GO_0046697;GO_0005518;GO_0004197;GO_0008233;GO_0004175;GO_0008234;GO_0062023
Q05397,GO_0005515;GO_0005178;GO_0004725;GO_0010759;GO_0000166;GO_0004713;GO_0004672;GO_0120041;GO_0003779;GO_0004715
J3KPF3,GO_0015171;GO_0022857;GO_0005215;GO_0003674;GO_0046943;GO_0015179;GO_0008514;GO_0005342;GO_0015175;GO_0005488;GO_0005515;GO_0015101;GO_0015291;GO_0022804;GO_0006865;GO_0006810;GO_0051234;GO_0051179;GO_0008150;GO_0015849;GO_0015695;GO_0046942;GO_0015711;GO_0071705;GO_0015804;GO_0015807;GO_0003333;GO_0055085;GO_0009987;GO_0015827;GO_0015801;GO_0015823;GO_0015803;GO_0015820;GO_0110165;GO_0005575;GO_0016020;GO_0071944;GO_0005886
P00592,GO_0005509;GO_0016787;GO_0032652;GO_0005543;GO_0032757;GO_0002446;GO_0047498;GO_0006629;GO_0006633;GO_0004623;GO_0050482;GO_0005102;GO_0046872;GO_0043410;GO_0032052
P52700,GO_0008800;GO_0016787;GO_0017001;GO_0046677;GO_0046872;GO_0042597;GO_0008270
P60473,GO_0004659;GO_0046872;GO_0071555;GO_0005829;GO_0009252;GO_0008360;GO_0016094;GO_0045547;GO_0008834;GO_0016740;GO_0000287;GO_0016765
P26281,GO_0016740;GO_0016301;GO_0000166;GO_0003848;GO_0046654;GO_0009396;GO_0000287;GO_0005524;GO_0046656
Q988B9,GO_0042820;GO_0047585;GO_0016787;GO_0046872
P35189,GO_0006355;GO_0016251;GO_0042393;GO_0005515;GO_0006357;GO_0003677;GO_0006351;GO_0006338;GO_0006281
Q9NP87,GO_0034061;GO_0046872;GO_0030183;GO_0006974;GO_0016779;GO_0071897;GO_0003887;GO_0006303;GO_0003677;GO_0005634;GO_0006310;GO_0016740;GO_0005654;GO_0006281;GO_0016446;GO_0005515
P18463,GO_0005488;GO_0003674;GO_0005515;GO_0003823;GO_0042277;GO_0042605;GO_0002376;GO_0008150;GO_0048002;GO_0019882;GO_0002706;GO_0002703;GO_0050776;GO_0002697;GO_0048583;GO_0002682;GO_0050789;GO_0065007;GO_0001910;GO_0050778;GO_0031341;GO_0048584;GO_0002684;GO_0050794;GO_0048518;GO_0019883;GO_0002711;GO_0002824;GO_0001916;GO_0002709;GO_0002708;GO_0002822;GO_0002821;GO_0001914;GO_0002705;GO_0001912;GO_0002699;GO_0031343;GO_0002819;GO_0048522;GO_0110165;GO_0005575;GO_0009986;GO_0071944;GO_0005737;GO_0005622;GO_0005886;GO_0016020;GO_0043231;GO_0043227;GO_0043229;GO_0043226;GO_0030666;GO_0098588;GO_0030659;GO_0030139;GO_0097708;GO_0031090;GO_0031410;GO_0012506;GO_0098552;GO_0005789;GO_0031982;GO_0098827;GO_0042175;GO_0005783;GO_0012505;GO_0031984;GO_0030670;GO_0045335;GO_0098553;GO_0098576
P26361,GO_0051649;GO_0006821;GO_0015106;GO_0030301;GO_0005254;GO_0003254;GO_0000166;GO_0006695;GO_0005260;GO_0005524;GO_0005515
Q8WS26,GO_0004659;GO_0046872;GO_0005737;GO_0004161;GO_0016020;GO_0045337;GO_0016740;GO_0004337;GO_0008299;GO_0016765
P07617,GO_0006397;GO_0003723;GO_0031440;GO_0006370;GO_0044423;GO_0032259;GO_0008168;GO_0016740;GO_0004483
P04584,GO_0003676;GO_0015074;GO_0016779;GO_0016740;GO_0004519;GO_0034061;GO_0003964;GO_0016787;GO_0004523;GO_0005198;GO_0003824;GO_0008270;GO_0004518;GO_0004533;GO_0003887;GO_0003677;GO_0006310;GO_0004190;GO_0003723;GO_0006278;GO_0008289;GO_0046872;GO_0035613;GO_0006508;GO_0008233
P13674,GO_0005506;GO_0046872;GO_0030199;GO_0016491;GO_0016705;GO_0005788;GO_0031418;GO_0004656;GO_0043231;GO_0005783;GO_0005739;GO_0016222;GO_0016020;GO_0051213;GO_0005515;GO_0042802
P02829,GO_0005515;GO_0000166
Q9K2N0,GO_0046872;GO_0016787
P0C6E9,GO_0005737;GO_0005576;GO_0006689;GO_0033691;GO_0016798;GO_0016020;GO_0016787;GO_0009313;GO_0004308;GO_0043231
O44049,GO_0005737;GO_0006689;GO_0016798;GO_0016020;GO_0016787;GO_0009313;GO_0004308;GO_0043231
P22629,GO_0009374;GO_0005576
Q94M05,GO_0000166;GO_0046872;GO_0005524;GO_0019072
Q8A0N1,GO_0030246;GO_0005829;GO_0000224;GO_0046872;GO_0006516;GO_0005975
O15826,GO_0016787;GO_0004170;GO_0046872;GO_0005654
Q7X9A9,GO_0004553;GO_0016787;GO_0008422;GO_0050535;GO_0016798;GO_0005975
K4HQE7,GO_0106435;GO_0016787
P13746,GO_0005488;GO_0003674;GO_0005515;GO_0003823;GO_0042277;GO_0042605;GO_0002376;GO_0008150;GO_0110165;GO_0005575;GO_0009986;GO_0071944;GO_0005886;GO_0016020;GO_0005622;GO_0043226
P9WPQ5,GO_0009102;GO_0004141;GO_0046872;GO_0005737;GO_0005829;GO_0005524;GO_0016874;GO_0000166;GO_0000287
O55236,GO_0004651;GO_0006370;GO_0008192;GO_0016787;GO_0016779;GO_0006139;GO_0004721;GO_0003824;GO_0005634;GO_0016740;GO_0006397;GO_0004484;GO_0000166;GO_0005524;GO_0005515;GO_0006396;GO_0005525;GO_0050355;GO_0140818
O54438,GO_0004316;GO_0006631;GO_0030497;GO_0016491;GO_0032787;GO_0051287;GO_0016616;GO_0006629;GO_0050661;GO_0006633
AX0026,GO_0003824;GO_0003674;GO_0042578;GO_0016788;GO_0016787;GO_0004112;GO_0004113;GO_0008081;GO_0008664
Q5VWG9,GO_0016251;GO_0046872;GO_0140416;GO_0005515;GO_0140002;GO_0000122;GO_0002039;GO_0045944;GO_0006325;GO_0051123;GO_0046982;GO_0042789;GO_0008270
Q2XVP4,GO_0015630;GO_0005737;GO_0046872;GO_0000278;GO_0005856;GO_0005874;GO_0003924;GO_0005200;GO_0005525;GO_0016787;GO_0000166;GO_0007017;GO_0000226
P01857,GO_0005515;GO_0050853;GO_0003823;GO_0002376;GO_0001788;GO_0019731;GO_0034988;GO_0034987;GO_0005576;GO_0097278;GO_0006958;GO_0002250
P39045,GO_0008233;GO_0071555;GO_0005576;GO_0009002;GO_0009252;GO_0008360;GO_0000270;GO_0006508;GO_0016787;GO_0004185;GO_0004180;GO_0046677
Q82PP4,GO_0016787;GO_0046872;GO_0005975;GO_0030596
P47735,GO_0106310;GO_0004713;GO_0010227;GO_0060866;GO_0004674;GO_0045490;GO_0016740;GO_0046777;GO_0004714;GO_0050829;GO_0004672;GO_0005886;GO_0000166;GO_0005524;GO_0005515;GO_0010468;GO_0016301;GO_0010102;GO_0016020
A4TVL0,GO_0046872
P35790,GO_0004305;GO_0016740;GO_0016301;GO_0000166;GO_0004104;GO_0006629;GO_0004103;GO_0006646;GO_0004713;GO_0042803;GO_0042802;GO_0006656;GO_0005524
P43003,GO_0009611;GO_0006883;GO_0005515;GO_0007605;GO_0050806;GO_0050885;GO_0009449;GO_0009410;GO_0021545;GO_0005314;GO_0009416;GO_0005313;GO_0031223;GO_0015813;GO_0046677;GO_0051938;GO_0098712;GO_0048667
Q9H3S7,GO_0004725;GO_0005515;GO_0004721
Q9I676,GO_0005737;GO_0046872;GO_0016810;GO_0005829;GO_0016787;GO_0016812;GO_0004157
Q9AYY6,GO_0019058;GO_0044423;GO_0046872;GO_0051701
Q9F4L3,GO_0003984;GO_0019752;GO_0016829;GO_0005948;GO_0009099;GO_0046872;GO_0050660;GO_0003824;GO_0000287;GO_0030976;GO_0009097
B0LJC8,GO_0016853;GO_0046872;GO_0005737;GO_0005576;GO_0006914;GO_0006457;GO_0003755;GO_0006915;GO_0045087;GO_0051607;GO_0002376;GO_0016567;GO_0008270
Q9Y6X5,GO_0070062;GO_0046872;GO_0047710;GO_0007596;GO_0007599;GO_0016787;GO_0005886;GO_0016020;GO_0101003;GO_0046130;GO_0030194;GO_0005515
Q81VW8,GO_0004156;GO_0016740;GO_0005829;GO_0042558;GO_0046872;GO_0046654;GO_0009396;GO_0046656
P01834,GO_0050853;GO_0006955;GO_0003823;GO_0002376;GO_0005576;GO_0016064;GO_0002250
P0ABP8,GO_0006152;GO_0005737;GO_0016740;GO_0004731;GO_0047975;GO_0005829;GO_0042278;GO_0016763;GO_0009116;GO_0006139;GO_0016757;GO_0019686;GO_0003824;GO_0006974;GO_0042802;GO_0009164
P45478,GO_0008474;GO_0007420;GO_0006897;GO_0007399;GO_0120146;GO_0006907;GO_0052816;GO_0016787;GO_0098599;GO_0007042;GO_0006898;GO_0002084
Q7SIG4,GO_0005509;GO_0016787;GO_0046872;GO_0047862
P06202,GO_0043190;GO_0055085;GO_1904680;GO_0042597;GO_0015031;GO_0030288;GO_0015833
P31151,GO_0010820;GO_0048306;GO_0070374;GO_0090026;GO_0030216;GO_0140486;GO_0046914;GO_0008270;GO_0008544;GO_0001525;GO_0050786;GO_0061844;GO_0032496;GO_0005509;GO_0005515;GO_0000302;GO_0071624;GO_0046872;GO_0043542
P08799,GO_0006971;GO_0008104;GO_1903013;GO_0003774;GO_0032060;GO_0003779;GO_0000166;GO_0000146;GO_0005515
Q8X9Y9,GO_0016874;GO_0008360;GO_0005737;GO_0000166;GO_0009252;GO_0008764;GO_0009058;GO_0016881;GO_0071555;GO_0051301;GO_0005524
Q8GU20,GO_0008422;GO_0016798;GO_0050422;GO_0016787;GO_0009820;GO_0004553;GO_0005975;GO_0009821
P0C6F2,GO_0003676;GO_0015074;GO_0016779;GO_0016740;GO_0004519;GO_0034061;GO_0003964;GO_0016787;GO_0004523;GO_0005198;GO_0003824;GO_0008270;GO_0004518;GO_0004533;GO_0003887;GO_0003677;GO_0006310;GO_0004190;GO_0003723;GO_0006278;GO_0008289;GO_0046872;GO_0035613;GO_0006508;GO_0008233
Q4QDU3,GO_0005977;GO_0005737;GO_0003983;GO_0016779;GO_0005829;GO_0097014;GO_0006011;GO_0031981;GO_0070569;GO_0016740
O00213,GO_0001540;GO_0003682;GO_0005515;GO_0003713
P09743,GO_0003824;GO_0003674;GO_0005515;GO_0005488;GO_0016740;GO_0016757;GO_0016763;GO_0016798;GO_0016787;GO_0004731;GO_0042802;GO_0015204;GO_0042887;GO_0022857;GO_0005215;GO_0140098;GO_0140640;GO_0016896;GO_0016796;GO_0004527;GO_0004177;GO_0004532;GO_0004518;GO_0004540;GO_0008238;GO_0016701;GO_0016788;GO_0008233;GO_0016491;GO_0140096;GO_0061783;GO_0043168;GO_0043167;GO_0036094;GO_1901135;GO_0008152;GO_0009987;GO_0008150;GO_0034655;GO_0009056;GO_0006139;GO_0072521;GO_0044238;GO_0110165;GO_0005575;GO_0005737;GO_0005622;GO_0005829
Q9Y530,GO_0140293;GO_0042278;GO_0006974;GO_0047407;GO_0005730;GO_0005634;GO_0061463;GO_0140291;GO_0016787;GO_0001883;GO_0005694;GO_0005654;GO_0051725;GO_0005515
O06543,GO_0016853;GO_0003824;GO_0008111;GO_0006629;GO_0006637;GO_0042803
P07740,GO_0016491;GO_0016705;GO_0005829;GO_0008218;GO_0004497;GO_0047646
O15392,GO_0004869;GO_0005515
O75843,GO_0030659;GO_0035615;GO_0097708;GO_0030133;GO_0015031;GO_0006886;GO_0000139;GO_0030121;GO_0005798;GO_0005794;GO_0031410;GO_0005515;GO_0030117;GO_0005768;GO_0045202;GO_0006896;GO_0010008;GO_0016020;GO_0016192
G5EG62,GO_0005737;GO_0040011;GO_0061077;GO_0005938;GO_0018991;GO_0032154;GO_0048471;GO_0045214;GO_0044183;GO_0051879;GO_0031625;GO_0009792;GO_0005886;GO_0007517;GO_0030154;GO_0005515;GO_0042802
Q3TTA7,GO_0046872;GO_0001784;GO_0042110;GO_0005509;GO_0030163;GO_0031398;GO_2000562;GO_0050856;GO_0016740;GO_0030155;GO_0035556;GO_0045732;GO_0035739;GO_0005515;GO_0008270;GO_0050860;GO_0050852;GO_0006955;GO_0002870;GO_0002669;GO_0004842
A5K4U6,GO_0004659;GO_0046872;GO_0005737;GO_0004161;GO_0016020;GO_0045337;GO_0016740;GO_0004337;GO_0008299;GO_0016765
Q13185,GO_0003682;GO_0005515;GO_0001221
A0LNN5,GO_0022857;GO_0055085;GO_0005886;GO_0015293;GO_0016020
Q8A3I4,GO_0004553;GO_0016787;GO_0004560;GO_0005764;GO_0006004;GO_0016798;GO_0005975;GO_0016139
O85465,GO_0004553;GO_0016787;GO_0008810;GO_0030246;GO_0030245;GO_0000272;GO_0016798;GO_0005576;GO_0005975
P33527,GO_0016787;GO_0015420;GO_0042910;GO_0000166;GO_0034040;GO_0022857;GO_0008559;GO_0034634;GO_0042626;GO_0016887;GO_0015562;GO_0015431;GO_0005524
P20138,GO_0005515
Q7LIJ0,GO_0005576;GO_0000272;GO_0016798;GO_0030248;GO_0016787;GO_0030245;GO_0004553;GO_0005975
Q9NBA7,GO_0008233;GO_0016020;GO_0006508;GO_0008234
Q27686,GO_0046872;GO_0016301;GO_0004743;GO_0003824;GO_0005524;GO_0016740;GO_0000166;GO_0030955;GO_0000287;GO_0006096
Q13283,GO_0003723;GO_0090090;GO_0004519;GO_0003724;GO_0003729;GO_0003677;GO_0004518;GO_0003678;GO_0000166;GO_0004386;GO_0003676;GO_0005515
Q47765,GO_0005576;GO_0016020;GO_0031640;GO_0042742
Q8WUI4,GO_0005515;GO_0007043;GO_0003714;GO_0045892;GO_0005080;GO_0004407;GO_0001570;GO_0003682
Q13009,GO_0019900;GO_0007165;GO_0008289;GO_0007264;GO_0005085;GO_0005515;GO_0007160
P36186,GO_0046166;GO_0006094;GO_0006096;GO_0005737;GO_0005829;GO_0016829;GO_0016853;GO_0004807;GO_0019563;GO_0008929
AX0027,GO_0004175;GO_0004252;GO_0008236;GO_0008233;GO_0017171;GO_0140096;GO_0016787;GO_0003824;GO_0003674;GO_0005488;GO_0005515;GO_0042802;GO_0009987;GO_0008150;GO_0043170;GO_0008152;GO_0110165;GO_0005575;GO_0016020;GO_0071944;GO_0005886
O76290,GO_0000166;GO_0016491;GO_0047040
P14174,GO_0005515;GO_0042056;GO_0005126;GO_0042127;GO_0005125;GO_0016853;GO_0050178;GO_0030330;GO_0002020;GO_0004167;GO_0042802;GO_0090398
O05891,GO_0019205;GO_0016301;GO_0016772;GO_0016740;GO_0003824;GO_0003674;GO_0016776;GO_0050145;GO_0005488;GO_0043168;GO_0043167;GO_0036094;GO_0097159;GO_0005515;GO_0030554;GO_0017076;GO_0000166;GO_0035639;GO_0032555;GO_1901363;GO_1901265;GO_0032553;GO_0097367;GO_0032559;GO_0005524;GO_0046983;GO_0042803;GO_0042802;GO_0046872;GO_0004798;GO_0000287;GO_0019001;GO_0043169;GO_0032561;GO_0005525;GO_0140677;GO_0140660;GO_0140659;GO_0098772;GO_0009117;GO_0006753;GO_0006220;GO_0006796;GO_0019637;GO_0055086;GO_1901135;GO_0044238;GO_0044281;GO_0006139;GO_0006793;GO_0072527;GO_0008152;GO_0009987;GO_0008150;GO_0110165;GO_0005575;GO_0005737;GO_0005622;GO_0043227;GO_0043226
Q9UKM7,GO_0004559;GO_0004571;GO_0046872;GO_0036503;GO_0016798;GO_0016787;GO_0005509;GO_0005975
P0A7E5,GO_0003883;GO_0005737;GO_0046872;GO_0006241;GO_0005829;GO_0019856;GO_0005524;GO_0016874;GO_0051289;GO_0006221;GO_0000166;GO_0044210;GO_0000287;GO_0004359;GO_0042802
P20231,GO_0005515;GO_0016787;GO_0008236;GO_0062023;GO_0004252;GO_0005615;GO_0005576;GO_0006508;GO_0008233
O95931,GO_0005515
Q06455,GO_0003714;GO_0006355;GO_0046872;GO_0005515;GO_0140297;GO_0003677;GO_0006351;GO_0005634;GO_0045599;GO_0045892;GO_0008270
P66034,GO_0016765;GO_0016740;GO_0003824;GO_0003674;GO_0005515;GO_0005488;GO_0000906;GO_0016798;GO_0016787;GO_0090599;GO_0004558;GO_0015926;GO_0004553;GO_0008168;GO_0015204;GO_0042887;GO_0008276;GO_0016741;GO_0022857;GO_0140096;GO_0005215;GO_0009058;GO_0008152;GO_0009987;GO_0008150;GO_0044281;GO_0110165;GO_0005575;GO_0005622;GO_0005737
P00798,GO_0016787;GO_0004190;GO_0005576;GO_0006508;GO_0008233
P00558,GO_0005515;GO_0016740;GO_0004618;GO_0000166;GO_0016301;GO_0043531;GO_0005524;GO_0004674
Q6R308,GO_0046872;GO_0042981;GO_0005737;GO_0006915
Q8DQ18,GO_0005737;GO_0046872;GO_0071555;GO_0016779;GO_0019134;GO_0009058;GO_0006048;GO_0009252;GO_0003824;GO_0008360;GO_0009245;GO_0016020;GO_0000902;GO_0016740;GO_0003977;GO_0000287;GO_0016746
P42527,GO_0005515;GO_0006935;GO_0016208;GO_0016740;GO_0016301;GO_0000166;GO_0045159;GO_0016905;GO_0030552;GO_0051015;GO_0004672;GO_0000281;GO_0043531;GO_0042802;GO_0043262;GO_0005524;GO_0004674
Q9ZWP8,GO_0042562;GO_0044373;GO_0005488;GO_0003674;GO_0031406;GO_0043168;GO_0019840;GO_0043177;GO_0036094;GO_0008289;GO_0010331;GO_0016787;GO_0003824;GO_0042221;GO_0050896;GO_0008150;GO_0110165;GO_0005575;GO_0005622
Q10714,GO_0005515;GO_0016787;GO_0008241;GO_0006508;GO_0046872;GO_0008237;GO_0008233;GO_0004180
B6HWK0,GO_0050832;GO_0031640
Q15109,GO_0003723;GO_0004888;GO_0050930;GO_0001540;GO_0005055;GO_0003677;GO_0001666;GO_0071639;GO_0014002;GO_1904597;GO_0072657;GO_0005515;GO_0005044
Q5NBT9,GO_0006355;GO_0140311;GO_0062208;GO_0005886;GO_0005515
AX0028,GO_0004674;GO_0016773;GO_0016301;GO_0004687;GO_0016701;GO_0004672;GO_0016491;GO_0140096;GO_0003824;GO_0003674;GO_0005515;GO_0005488;GO_0016772;GO_0016740;GO_0016703;GO_0004497;GO_0003785;GO_0003779;GO_0008092;GO_0019899;GO_0035375;GO_0140677;GO_0140660;GO_0140659;GO_0098772;GO_0110165;GO_0005575
P0A2N1,GO_0005576;GO_0016829
P18465,GO_0005488;GO_0003674;GO_0005515;GO_0003823;GO_0042277;GO_0042605;GO_0002376;GO_0008150;GO_0002682;GO_0050789;GO_0065007;GO_0110165;GO_0005575;GO_0071944;GO_0016020;GO_0005886;GO_0005622;GO_0009986
P05121,GO_0005515;GO_0005102;GO_0002020;GO_0004867;GO_0062023;GO_0004866
P22216,GO_0004674;GO_0004712;GO_0003688;GO_0004672;GO_0000166;GO_0004713;GO_0005515
P02866,GO_0030246;GO_0005537;GO_0046872;GO_0050688;GO_0006952
Q01234,GO_0046256;GO_0016491;GO_0005829;GO_0046857
P23141,GO_0010887;GO_0008203;GO_0009636;GO_0030855;GO_0047374;GO_0016042;GO_0006629;GO_0016787;GO_0042632;GO_0106435;GO_0006695;GO_0004771;GO_0052689;GO_0010875
Q9ZAG3,GO_0016787;GO_0018744
P01909,GO_0000139;GO_0050870;GO_0002250;GO_0005515;GO_0006955;GO_0032395;GO_0050778;GO_0002503;GO_0002504;GO_0005765;GO_0023026;GO_0031902;GO_0019886;GO_0002376;GO_0019882;GO_0042605
P97571,GO_0008233;GO_0046872;GO_0004198;GO_0019899;GO_0060056;GO_0008234;GO_0008092;GO_0006508;GO_0016787;GO_0005509;GO_0005515;GO_0032801
O32393,GO_0016772;GO_0005524;GO_0016301;GO_0000166;GO_0016740;GO_0000160;GO_0007165;GO_0016829;GO_0009190;GO_0046872;GO_0000155;GO_0004016;GO_0035556
Q8SR66,GO_0006397;GO_0003723;GO_0006370;GO_0032259;GO_0008168;GO_0106005;GO_0005634;GO_0016740;GO_0004482
P39075,GO_0003700;GO_0006355;GO_0003677
P20371,GO_0005515;GO_0009056;GO_0016702;GO_0016491;GO_0008199;GO_0042952;GO_0018578;GO_0005506;GO_0003824;GO_0051213
P51795,GO_0006897;GO_0005247;GO_0006821;GO_0005254;GO_0003014;GO_0000139;GO_0015108;GO_0005794;GO_0008021;GO_0005886;GO_0000166;GO_0005524;GO_0005515;GO_0042802;GO_0005769;GO_0034220;GO_0055085;GO_0015297;GO_1902476;GO_0006811;GO_0005765
AX0029,GO_0005515;GO_0005488;GO_0003674;GO_0016701;GO_0016491;GO_0003824;GO_0042802;GO_0110165;GO_0005575;GO_0033643;GO_0018995
P00883,GO_0005515;GO_0006096;GO_0005737;GO_0034316;GO_0016829;GO_0030335;GO_0004332;GO_0031674;GO_0051289;GO_0031430
P38998,GO_0005515;GO_0004754;GO_0008652;GO_0005737;GO_0016491;GO_0016558;GO_0003729;GO_0019878;GO_0004753;GO_0006553;GO_0005777;GO_0009085
Q92N37,GO_0033265;GO_0043190;GO_0055085;GO_0015871;GO_0042597;GO_0022857
P13051,GO_0005515;GO_0006284;GO_0045190;GO_0016787;GO_0043066;GO_0003684;GO_0043024;GO_0006281;GO_0016447;GO_0045008;GO_0097510;GO_0016446;GO_0006974;GO_0000012;GO_0004844;GO_0016799
AX0030,GO_0005488;GO_0003674;GO_0005515;GO_0003823;GO_0050896;GO_0008150;GO_0002376;GO_0110165;GO_0005575;GO_0005576;GO_0016020;GO_0071944;GO_0005886
Q12830,GO_0006355;GO_0007492;GO_0046872;GO_0008094;GO_0005515;GO_0035064;GO_0043565;GO_0006357;GO_0000122;GO_0009952;GO_0008270;GO_0006325;GO_0006338;GO_0001892;GO_0000978
Q9BU02,GO_0005737;GO_0046872;GO_0050333;GO_0016311;GO_0042357;GO_0005829;GO_0006772;GO_0009229;GO_0006091;GO_0016787;GO_0016462;GO_0000287;GO_0005515
